NYISO Hourly Temperatures (Fahrenheit) in Major Cities
Hourly temperature data for major cities
Source: EIA collected from NOAA
Buffalo / Cheektow Temperature (Fahrenheit),Buffalo / Cheektow Temperature Observation Time (Eastern),New York City / JFK Airport Temperature (Fahrenheit),New York City / JFK Airport Temperature Observation Time (Eastern),UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number
32.0,2024-01-03 19:54:00,39.9,2024-01-03 19:51:00,2024-01-04 01:00:00,2024-01-03 19:00:00,2024-01-03 20:00:00,2024-01-03,20
33.1,2024-01-03 20:54:00,39.9,2024-01-03 20:51:00,2024-01-04 02:00:00,2024-01-03 20:00:00,2024-01-03 21:00:00,2024-01-03,21
33.1,2024-01-03 21:54:00,39.9,2024-01-03 21:51:00,2024-01-04 03:00:00,2024-01-03 21:00:00,2024-01-03 22:00:00,2024-01-03,22
33.1,2024-01-03 22:54:00,39.9,2024-01-03 22:51:00,2024-01-04 04:00:00,2024-01-03 22:00:00,2024-01-03 23:00:00,2024-01-03,23
32.0,2024-01-03 23:54:00,39.9,2024-01-03 23:51:00,2024-01-04 05:00:00,2024-01-03 23:00:00,2024-01-04 00:00:00,2024-01-03,24
32.0,2024-01-04 00:54:00,39.9,2024-01-04 00:51:00,2024-01-04 06:00:00,2024-01-04 00:00:00,2024-01-04 01:00:00,2024-01-04,1
32.0,2024-01-04 01:54:00,39.0,2024-01-04 01:51:00,2024-01-04 07:00:00,2024-01-04 01:00:00,2024-01-04 02:00:00,2024-01-04,2
32.0,2024-01-04 02:54:00,37.9,2024-01-04 02:51:00,2024-01-04 08:00:00,2024-01-04 02:00:00,2024-01-04 03:00:00,2024-01-04,3
32.0,2024-01-04 03:54:00,37.9,2024-01-04 03:51:00,2024-01-04 09:00:00,2024-01-04 03:00:00,2024-01-04 04:00:00,2024-01-04,4
30.9,2024-01-04 04:54:00,37.9,2024-01-04 04:51:00,2024-01-04 10:00:00,2024-01-04 04:00:00,2024-01-04 05:00:00,2024-01-04,5
30.0,2024-01-04 05:54:00,37.9,2024-01-04 05:51:00,2024-01-04 11:00:00,2024-01-04 05:00:00,2024-01-04 06:00:00,2024-01-04,6
28.0,2024-01-04 06:54:00,39.9,2024-01-04 06:51:00,2024-01-04 12:00:00,2024-01-04 06:00:00,2024-01-04 07:00:00,2024-01-04,7
27.0,2024-01-04 07:54:00,39.0,2024-01-04 07:51:00,2024-01-04 13:00:00,2024-01-04 07:00:00,2024-01-04 08:00:00,2024-01-04,8
25.0,2024-01-04 08:54:00,39.9,2024-01-04 08:51:00,2024-01-04 14:00:00,2024-01-04 08:00:00,2024-01-04 09:00:00,2024-01-04,9
25.0,2024-01-04 09:54:00,41.0,2024-01-04 09:51:00,2024-01-04 15:00:00,2024-01-04 09:00:00,2024-01-04 10:00:00,2024-01-04,10
25.0,2024-01-04 10:54:00,41.0,2024-01-04 10:51:00,2024-01-04 16:00:00,2024-01-04 10:00:00,2024-01-04 11:00:00,2024-01-04,11
25.0,2024-01-04 11:54:00,42.1,2024-01-04 11:51:00,2024-01-04 17:00:00,2024-01-04 11:00:00,2024-01-04 12:00:00,2024-01-04,12
25.0,2024-01-04 12:54:00,43.0,2024-01-04 12:51:00,2024-01-04 18:00:00,2024-01-04 12:00:00,2024-01-04 13:00:00,2024-01-04,13
25.0,2024-01-04 13:54:00,44.1,2024-01-04 13:51:00,2024-01-04 19:00:00,2024-01-04 13:00:00,2024-01-04 14:00:00,2024-01-04,14
27.0,2024-01-04 14:54:00,45.0,2024-01-04 14:51:00,2024-01-04 20:00:00,2024-01-04 14:00:00,2024-01-04 15:00:00,2024-01-04,15
26.1,2024-01-04 15:54:00,42.1,2024-01-04 15:51:00,2024-01-04 21:00:00,2024-01-04 15:00:00,2024-01-04 16:00:00,2024-01-04,16
25.0,2024-01-04 16:54:00,39.9,2024-01-04 16:51:00,2024-01-04 22:00:00,2024-01-04 16:00:00,2024-01-04 17:00:00,2024-01-04,17
25.0,2024-01-04 17:54:00,37.0,2024-01-04 17:51:00,2024-01-04 23:00:00,2024-01-04 17:00:00,2024-01-04 18:00:00,2024-01-04,18
25.0,2024-01-04 18:54:00,35.1,2024-01-04 18:51:00,2024-01-05 00:00:00,2024-01-04 18:00:00,2024-01-04 19:00:00,2024-01-04,19
25.0,2024-01-04 19:54:00,34.0,2024-01-04 19:51:00,2024-01-05 01:00:00,2024-01-04 19:00:00,2024-01-04 20:00:00,2024-01-04,20
24.1,2024-01-04 20:54:00,33.1,2024-01-04 20:51:00,2024-01-05 02:00:00,2024-01-04 20:00:00,2024-01-04 21:00:00,2024-01-04,21
24.1,2024-01-04 21:54:00,30.9,2024-01-04 21:51:00,2024-01-05 03:00:00,2024-01-04 21:00:00,2024-01-04 22:00:00,2024-01-04,22
24.1,2024-01-04 22:54:00,30.0,2024-01-04 22:51:00,2024-01-05 04:00:00,2024-01-04 22:00:00,2024-01-04 23:00:00,2024-01-04,23
24.1,2024-01-04 23:54:00,28.0,2024-01-04 23:51:00,2024-01-05 05:00:00,2024-01-04 23:00:00,2024-01-05 00:00:00,2024-01-04,24
26.1,2024-01-05 00:54:00,27.0,2024-01-05 00:51:00,2024-01-05 06:00:00,2024-01-05 00:00:00,2024-01-05 01:00:00,2024-01-05,1
26.1,2024-01-05 01:54:00,26.1,2024-01-05 01:51:00,2024-01-05 07:00:00,2024-01-05 01:00:00,2024-01-05 02:00:00,2024-01-05,2
25.0,2024-01-05 02:54:00,26.1,2024-01-05 02:51:00,2024-01-05 08:00:00,2024-01-05 02:00:00,2024-01-05 03:00:00,2024-01-05,3
25.0,2024-01-05 03:54:00,26.1,2024-01-05 03:51:00,2024-01-05 09:00:00,2024-01-05 03:00:00,2024-01-05 04:00:00,2024-01-05,4
26.1,2024-01-05 04:54:00,26.1,2024-01-05 04:51:00,2024-01-05 10:00:00,2024-01-05 04:00:00,2024-01-05 05:00:00,2024-01-05,5
26.1,2024-01-05 05:54:00,26.1,2024-01-05 05:51:00,2024-01-05 11:00:00,2024-01-05 05:00:00,2024-01-05 06:00:00,2024-01-05,6
26.1,2024-01-05 06:54:00,26.1,2024-01-05 06:51:00,2024-01-05 12:00:00,2024-01-05 06:00:00,2024-01-05 07:00:00,2024-01-05,7
26.1,2024-01-05 07:54:00,28.0,2024-01-05 07:51:00,2024-01-05 13:00:00,2024-01-05 07:00:00,2024-01-05 08:00:00,2024-01-05,8
26.1,2024-01-05 08:54:00,30.0,2024-01-05 08:51:00,2024-01-05 14:00:00,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-05,9
27.0,2024-01-05 09:54:00,30.9,2024-01-05 09:51:00,2024-01-05 15:00:00,2024-01-05 09:00:00,2024-01-05 10:00:00,2024-01-05,10
27.0,2024-01-05 10:54:00,33.1,2024-01-05 10:51:00,2024-01-05 16:00:00,2024-01-05 10:00:00,2024-01-05 11:00:00,2024-01-05,11
28.0,2024-01-05 11:54:00,35.1,2024-01-05 11:51:00,2024-01-05 17:00:00,2024-01-05 11:00:00,2024-01-05 12:00:00,2024-01-05,12
28.9,2024-01-05 12:54:00,36.0,2024-01-05 12:51:00,2024-01-05 18:00:00,2024-01-05 12:00:00,2024-01-05 13:00:00,2024-01-05,13
28.9,2024-01-05 13:54:00,37.9,2024-01-05 13:51:00,2024-01-05 19:00:00,2024-01-05 13:00:00,2024-01-05 14:00:00,2024-01-05,14
28.9,2024-01-05 14:54:00,37.9,2024-01-05 14:51:00,2024-01-05 20:00:00,2024-01-05 14:00:00,2024-01-05 15:00:00,2024-01-05,15
28.9,2024-01-05 15:54:00,36.0,2024-01-05 15:51:00,2024-01-05 21:00:00,2024-01-05 15:00:00,2024-01-05 16:00:00,2024-01-05,16
28.9,2024-01-05 16:54:00,35.1,2024-01-05 16:51:00,2024-01-05 22:00:00,2024-01-05 16:00:00,2024-01-05 17:00:00,2024-01-05,17
30.0,2024-01-05 17:54:00,34.0,2024-01-05 17:51:00,2024-01-05 23:00:00,2024-01-05 17:00:00,2024-01-05 18:00:00,2024-01-05,18
30.9,2024-01-05 18:54:00,36.0,2024-01-05 18:51:00,2024-01-06 00:00:00,2024-01-05 18:00:00,2024-01-05 19:00:00,2024-01-05,19
30.0,2024-01-05 19:54:00,35.1,2024-01-05 19:51:00,2024-01-06 01:00:00,2024-01-05 19:00:00,2024-01-05 20:00:00,2024-01-05,20
30.0,2024-01-05 20:54:00,35.1,2024-01-05 20:51:00,2024-01-06 02:00:00,2024-01-05 20:00:00,2024-01-05 21:00:00,2024-01-05,21
30.0,2024-01-05 21:54:00,34.0,2024-01-05 21:51:00,2024-01-06 03:00:00,2024-01-05 21:00:00,2024-01-05 22:00:00,2024-01-05,22
30.0,2024-01-05 22:54:00,33.1,2024-01-05 22:51:00,2024-01-06 04:00:00,2024-01-05 22:00:00,2024-01-05 23:00:00,2024-01-05,23
28.9,2024-01-05 23:54:00,32.0,2024-01-05 23:51:00,2024-01-06 05:00:00,2024-01-05 23:00:00,2024-01-06 00:00:00,2024-01-05,24
28.9,2024-01-06 00:54:00,30.9,2024-01-06 00:51:00,2024-01-06 06:00:00,2024-01-06 00:00:00,2024-01-06 01:00:00,2024-01-06,1
28.9,2024-01-06 01:54:00,30.9,2024-01-06 01:51:00,2024-01-06 07:00:00,2024-01-06 01:00:00,2024-01-06 02:00:00,2024-01-06,2
28.9,2024-01-06 02:54:00,30.0,2024-01-06 02:51:00,2024-01-06 08:00:00,2024-01-06 02:00:00,2024-01-06 03:00:00,2024-01-06,3
28.9,2024-01-06 03:54:00,30.0,2024-01-06 03:51:00,2024-01-06 09:00:00,2024-01-06 03:00:00,2024-01-06 04:00:00,2024-01-06,4
28.9,2024-01-06 04:54:00,28.0,2024-01-06 04:51:00,2024-01-06 10:00:00,2024-01-06 04:00:00,2024-01-06 05:00:00,2024-01-06,5
28.0,2024-01-06 05:54:00,30.0,2024-01-06 05:51:00,2024-01-06 11:00:00,2024-01-06 05:00:00,2024-01-06 06:00:00,2024-01-06,6
28.9,2024-01-06 06:54:00,30.0,2024-01-06 06:51:00,2024-01-06 12:00:00,2024-01-06 06:00:00,2024-01-06 07:00:00,2024-01-06,7
28.0,2024-01-06 07:54:00,28.9,2024-01-06 07:51:00,2024-01-06 13:00:00,2024-01-06 07:00:00,2024-01-06 08:00:00,2024-01-06,8
28.0,2024-01-06 08:54:00,30.9,2024-01-06 08:51:00,2024-01-06 14:00:00,2024-01-06 08:00:00,2024-01-06 09:00:00,2024-01-06,9
28.9,2024-01-06 09:54:00,33.1,2024-01-06 09:51:00,2024-01-06 15:00:00,2024-01-06 09:00:00,2024-01-06 10:00:00,2024-01-06,10
30.0,2024-01-06 10:54:00,34.0,2024-01-06 10:51:00,2024-01-06 16:00:00,2024-01-06 10:00:00,2024-01-06 11:00:00,2024-01-06,11
30.9,2024-01-06 11:54:00,36.0,2024-01-06 11:51:00,2024-01-06 17:00:00,2024-01-06 11:00:00,2024-01-06 12:00:00,2024-01-06,12
33.1,2024-01-06 12:54:00,37.0,2024-01-06 12:51:00,2024-01-06 18:00:00,2024-01-06 12:00:00,2024-01-06 13:00:00,2024-01-06,13
33.1,2024-01-06 13:54:00,37.0,2024-01-06 13:51:00,2024-01-06 19:00:00,2024-01-06 13:00:00,2024-01-06 14:00:00,2024-01-06,14
32.0,2024-01-06 14:54:00,37.0,2024-01-06 14:51:00,2024-01-06 20:00:00,2024-01-06 14:00:00,2024-01-06 15:00:00,2024-01-06,15
30.9,2024-01-06 15:54:00,36.0,2024-01-06 15:51:00,2024-01-06 21:00:00,2024-01-06 15:00:00,2024-01-06 16:00:00,2024-01-06,16
30.0,2024-01-06 16:54:00,33.1,2024-01-06 16:51:00,2024-01-06 22:00:00,2024-01-06 16:00:00,2024-01-06 17:00:00,2024-01-06,17
30.0,2024-01-06 17:54:00,33.1,2024-01-06 17:51:00,2024-01-06 23:00:00,2024-01-06 17:00:00,2024-01-06 18:00:00,2024-01-06,18
28.9,2024-01-06 18:54:00,35.1,2024-01-06 18:51:00,2024-01-07 00:00:00,2024-01-06 18:00:00,2024-01-06 19:00:00,2024-01-06,19
28.9,2024-01-06 19:54:00,35.1,2024-01-06 19:51:00,2024-01-07 01:00:00,2024-01-06 19:00:00,2024-01-06 20:00:00,2024-01-06,20
28.9,2024-01-06 20:54:00,37.9,2024-01-06 20:51:00,2024-01-07 02:00:00,2024-01-06 20:00:00,2024-01-06 21:00:00,2024-01-06,21
30.0,2024-01-06 21:54:00,37.0,2024-01-06 21:51:00,2024-01-07 03:00:00,2024-01-06 21:00:00,2024-01-06 22:00:00,2024-01-06,22
28.9,2024-01-06 22:54:00,36.0,2024-01-06 22:51:00,2024-01-07 04:00:00,2024-01-06 22:00:00,2024-01-06 23:00:00,2024-01-06,23
28.9,2024-01-06 23:54:00,37.0,2024-01-06 23:51:00,2024-01-07 05:00:00,2024-01-06 23:00:00,2024-01-07 00:00:00,2024-01-06,24
28.9,2024-01-07 00:54:00,37.9,2024-01-07 00:51:00,2024-01-07 06:00:00,2024-01-07 00:00:00,2024-01-07 01:00:00,2024-01-07,1
28.9,2024-01-07 01:54:00,37.0,2024-01-07 01:51:00,2024-01-07 07:00:00,2024-01-07 01:00:00,2024-01-07 02:00:00,2024-01-07,2
28.9,2024-01-07 02:54:00,37.9,2024-01-07 02:51:00,2024-01-07 08:00:00,2024-01-07 02:00:00,2024-01-07 03:00:00,2024-01-07,3
28.9,2024-01-07 03:54:00,37.9,2024-01-07 03:51:00,2024-01-07 09:00:00,2024-01-07 03:00:00,2024-01-07 04:00:00,2024-01-07,4
28.0,2024-01-07 04:54:00,37.9,2024-01-07 04:51:00,2024-01-07 10:00:00,2024-01-07 04:00:00,2024-01-07 05:00:00,2024-01-07,5
28.0,2024-01-07 05:54:00,37.9,2024-01-07 05:51:00,2024-01-07 11:00:00,2024-01-07 05:00:00,2024-01-07 06:00:00,2024-01-07,6
28.0,2024-01-07 06:54:00,37.9,2024-01-07 06:51:00,2024-01-07 12:00:00,2024-01-07 06:00:00,2024-01-07 07:00:00,2024-01-07,7
28.0,2024-01-07 07:54:00,37.9,2024-01-07 07:51:00,2024-01-07 13:00:00,2024-01-07 07:00:00,2024-01-07 08:00:00,2024-01-07,8
28.0,2024-01-07 08:54:00,37.9,2024-01-07 08:51:00,2024-01-07 14:00:00,2024-01-07 08:00:00,2024-01-07 09:00:00,2024-01-07,9
28.9,2024-01-07 09:54:00,37.0,2024-01-07 09:51:00,2024-01-07 15:00:00,2024-01-07 09:00:00,2024-01-07 10:00:00,2024-01-07,10
28.9,2024-01-07 10:54:00,37.9,2024-01-07 10:51:00,2024-01-07 16:00:00,2024-01-07 10:00:00,2024-01-07 11:00:00,2024-01-07,11
28.9,2024-01-07 11:54:00,36.0,2024-01-07 11:51:00,2024-01-07 17:00:00,2024-01-07 11:00:00,2024-01-07 12:00:00,2024-01-07,12
30.0,2024-01-07 12:54:00,36.0,2024-01-07 12:51:00,2024-01-07 18:00:00,2024-01-07 12:00:00,2024-01-07 13:00:00,2024-01-07,13
30.0,2024-01-07 13:54:00,37.0,2024-01-07 13:51:00,2024-01-07 19:00:00,2024-01-07 13:00:00,2024-01-07 14:00:00,2024-01-07,14
30.9,2024-01-07 14:54:00,37.0,2024-01-07 14:51:00,2024-01-07 20:00:00,2024-01-07 14:00:00,2024-01-07 15:00:00,2024-01-07,15
32.0,2024-01-07 15:54:00,37.0,2024-01-07 15:51:00,2024-01-07 21:00:00,2024-01-07 15:00:00,2024-01-07 16:00:00,2024-01-07,16
30.9,2024-01-07 16:54:00,36.0,2024-01-07 16:51:00,2024-01-07 22:00:00,2024-01-07 16:00:00,2024-01-07 17:00:00,2024-01-07,17
30.9,2024-01-07 17:54:00,36.0,2024-01-07 17:51:00,2024-01-07 23:00:00,2024-01-07 17:00:00,2024-01-07 18:00:00,2024-01-07,18
30.9,2024-01-07 18:54:00,36.0,2024-01-07 18:51:00,2024-01-08 00:00:00,2024-01-07 18:00:00,2024-01-07 19:00:00,2024-01-07,19
30.9,2024-01-07 19:54:00,37.0,2024-01-07 19:51:00,2024-01-08 01:00:00,2024-01-07 19:00:00,2024-01-07 20:00:00,2024-01-07,20
32.0,2024-01-07 20:54:00,36.0,2024-01-07 20:51:00,2024-01-08 02:00:00,2024-01-07 20:00:00,2024-01-07 21:00:00,2024-01-07,21
